error,delta_error,delta_pwm
1.4036,0.1501,-958
1.4036,0.0600,-958
1.1936,-2.6568,992
0.9836,-3.7436,1089
0.7736,-4.1783,1168
0.7636,-1.7990,1148
0.6436,-1.8809,1188
0.5336,-2.1566,1233
0.5336,-0.8626,255
0.5336,-0.3451,-87
0.5336,-0.1380,-263
0.5436,0.0416,-413
0.6436,1.2932,-1165
0.7536,1.9215,-1400
0.7536,0.7686,-654
0.5436,-2.3734,1237
0.3236,-3.0784,1307
0.1036,-4.0399,1369
0.1036,-1.6159,1358
0.1036,-0.6464,451
0.1036,-0.2586,152
0.1036,-0.1034,13
0.1036,-0.0414,-50
0.1036,-0.0165,-77
0.1036,-0.0066,-88
0.1036,-0.0026,-92
0.2136,1.0635,-927
0.3236,1.8296,-1400
0.4336,2.1361,-1400
0.4336,0.8544,-727
0.4436,0.4694,-418
0.4436,0.1878,-349
0.4436,0.0751,-349
0.3336,-1.3742,827
0.2236,-1.9539,1321
0.1036,-2.3135,1366
0.1036,-0.9254,673
0.1036,-0.3702,242
0.1036,-0.1481,55
0.0036,-1.3358,1207
-0.1064,-1.9386,1400
-0.2164,-1.8399,1400
-0.2164,-0.7360,627
-0.2164,-0.2944,278
-0.2164,-0.1178,187
-0.2164,-0.0471,187
-0.2164,-0.0188,187
-0.3264,-1.4118,1298
-0.4264,-1.8413,1400
-0.5264,-2.0131,1400
-0.5264,-0.8052,685
-0.3164,1.7102,-1281
-0.1064,3.3649,-1369
0.2136,5.4311,-1527
0.2136,2.1724,-1400
0.2136,0.8690,-740
0.1036,-0.7169,505
0.1036,-0.2868,175
0.1036,-0.1147,24
0.2236,1.4860,-1384
0.3336,1.9987,-1400
0.4436,1.8640,-1400
0.6636,3.5541,-1400
0.6636,1.4216,-1309
0.8736,3.2495,-1400
0.8736,1.2998,-1173
1.0836,2.5522,-1400
1.3036,3.8294,-1400
1.5512,4.6926,-1736
1.6672,3.3576,-1400
1.5572,-0.0612,-980
1.6672,1.0400,-1089
1.6672,0.4160,-1146
1.6672,0.1664,-1146
1.4472,-2.7419,824
1.2372,-3.7776,968
0.8072,-5.6723,1084
0.3872,-7.6306,1400
0.1672,-5.8608,1322
0.0572,-3.7486,1383
0.0572,-1.4994,1373
0.0572,-0.5998,461
0.1572,1.0367,-900
0.1572,0.4147,-375
0.2672,1.5701,-1400
0.2672,0.6281,-541
0.2672,0.2512,-242
0.2672,0.1005,-226
0.2672,0.0402,-226
0.2672,0.0161,-226
0.2572,-0.1212,-93
0.3672,1.0160,-879
0.4772,1.8107,-1400
0.6872,3.4051,-1400
0.6872,1.3620,-1242
0.7972,1.9491,-1400
0.7972,0.7796,-663
1.0172,3.1204,-1400
1.0172,1.2481,-1117
1.0272,0.6269,-708
1.1272,1.5274,-1400
1.2472,1.7722,-1400
1.2372,0.5812,-843
1.2372,0.2325,-843
1.2372,0.0930,-843
1.2372,0.0372,-843
1.1272,-1.0496,32
1.1272,-0.4199,-348
1.1272,-0.1679,-579
1.1272,-0.0672,-690
0.9172,-2.7077,1116
0.6972,-3.2121,1194
0.4872,-3.9657,1259
0.8072,2.4988,-1400
1.0272,3.8080,-1400
1.3472,5.6083,-2100
1.3472,2.2433,-1400
1.4472,2.1739,-1400
1.3472,-0.4070,-475
1.2372,-1.5671,968
1.1272,-2.0311,1025
1.1272,-0.8124,-88
1.1272,-0.3250,-428
1.1272,-0.1300,-619
1.1372,0.0757,-778
1.3572,2.8388,-1400
1.5672,3.1678,-1400
1.7772,3.9480,-1400
1.3472,-3.9102,900
1.1272,-4.3726,1025
0.9072,-4.5575,1120
1.0172,-0.7585,-69
1.0172,-0.3034,-388
1.0272,0.0063,-708
1.1372,1.4068,-1292
1.1472,0.6904,-784
1.2472,1.2439,-1112
1.2472,0.4976,-850
1.2472,0.1990,-850
1.2472,0.0796,-850
1.3472,1.3084,-1166
1.4472,1.4911,-1388
1.5572,2.0007,-1400
1.6672,2.2045,-1400
1.7672,2.1584,-1400
1.7772,0.9910,-1193
1.7772,0.3964,-1228
1.7872,0.2862,-1235
1.7872,0.1145,-1235
1.5672,-2.7627,714
1.3472,-3.9136,900
1.1272,-3.6945,1025
1.1272,-1.4778,953
1.1272,-0.5911,-223
1.2272,1.0401,-913
1.3372,1.8203,-1400
1.4472,1.7926,-1400
1.4472,0.7171,-988
1.1272,-3.7983,1025
0.8072,-5.6044,1094
0.4872,-6.3269,1219
0.9172,1.6305,-1400
1.3472,6.1416,-2133
1.7772,7.9460,-2631
1.7772,3.1784,-1400
1.4472,-2.9414,824
1.1272,-4.2733,1025
0.7972,-5.9221,1090
0.7972,-2.3688,1160
0.7972,-0.9475,143
0.6972,-1.6556,1156
0.5872,-1.7268,1194
0.4772,-2.0950,1246
0.4772,-0.8380,279
0.4772,-0.3352,-60
0.4772,-0.1341,-232
0.7972,3.0431,-1400
1.1272,5.4300,-1959
1.4472,6.2571,-2229
1.4472,2.5028,-1400
1.4472,1.0011,-967
1.3472,-0.5673,-346
1.2372,-1.6312,968
1.1272,-2.0567,1025
1.1172,-0.9503,-14
1.1172,-0.3801,-376
1.1172,-0.1521,-590
1.0172,-1.3374,590
1.1272,0.8693,-783
1.2372,1.7520,-1400
1.3472,2.1050,-1400
1.2372,-0.2225,-587
1.1272,-1.4933,1000
1.1272,-0.5973,-218
1.1272,-0.2389,-507
1.1272,-0.0956,-657
1.1272,-0.0382,-724
1.1272,-0.0153,-752
1.1272,-0.0061,-764
0.9072,-2.8110,1120
0.6772,-4.0606,1200
0.4672,-3.6565,1265
0.4672,-1.4626,1080
0.4772,-0.4574,28
0.4772,-0.1830,-186
0.4872,0.0545,-377
0.4772,-0.0750,-290
0.5872,1.3743,-1255
0.6872,1.8263,-1400
0.8072,2.2624,-1400
0.8072,0.9050,-772
0.9172,1.4265,-1315
1.0272,1.9749,-1400
1.1272,2.0665,-1400
1.1272,0.8266,-771
1.3472,3.1392,-1400
1.3472,1.2557,-1113
1.2372,-0.9020,-87
0.9072,-4.5736,1120
0.9072,-1.8294,1113
0.9072,-0.7318,-34
1.0172,0.7718,-706
1.0172,0.3087,-702
1.0172,0.1235,-702
0.9072,-1.3549,652
0.7972,-1.9462,1150
0.7972,-0.7785,46
0.7972,-0.3114,-263
0.6872,-1.5288,1146
0.4772,-3.2924,1262
0.1472,-5.5297,1337
-0.1728,-5.3087,1499
-0.4928,-6.2086,1679
-0.8228,-6.6962,1790
-1.0428,-5.4870,1930
-1.2528,-4.8756,1819
-1.5828,-5.1438,1902
-1.9128,-6.2703,2439
-2.4528,-9.4017,3021
-2.8828,-9.2501,3037
-3.2028,-7.7851,3041
-3.2028,-3.1141,1400
-3.0028,1.3076,541
-2.7928,3.2039,0
-2.5728,4.0901,-77
-2.3428,4.5722,-398
-2.2228,2.9902,0
-2.0128,3.8769,0
-1.8028,4.2316,-408
-1.5928,4.3735,-687
-1.4728,3.2813,-803
-1.4728,1.3125,-323
-1.3628,1.9293,-889
-1.3628,0.7717,215
-1.3628,0.3087,574
-1.3628,0.1235,773
-1.1528,2.0816,-1013
-0.8228,5.0454,-1144
-0.6028,4.8267,-1214
-0.4928,3.3349,-1257
-0.3928,2.6106,-1284
-0.2828,2.1087,-1306
-0.2828,0.8435,-435
-0.0728,3.0182,-1378
0.1372,3.8882,-1400
0.4572,4.6029,-1606
0.3572,0.5368,-470
0.2672,-0.9342,517
0.1296,-2.1303,1356
0.0920,-1.3321,1077
0.0444,-1.1405,945
-0.0052,-0.9362,801
0.0572,0.4221,-381
0.0196,-0.3112,273
-0.0180,-0.6045,523
-0.1656,-2.1260,1400
-0.2152,-1.3304,1206
-0.2528,-1.0122,875
-0.0704,1.9236,-1374
0.1120,3.0980,-1400
0.2844,3.4400,-1400
0.2348,0.8960,-764
0.1972,-0.1216,-47
0.0596,-1.8052,1377
-0.0617,-2.2701,1400
-0.2717,-3.5889,1400
-0.2717,-1.4356,1325
-0.2717,-0.5742,499
0.0483,3.8554,-1400
0.3683,5.6273,-1632
0.7983,7.7403,-1761
1.0083,5.1284,-1840
1.1183,3.4556,-1400
1.2283,2.7865,-1400
1.2283,1.1146,-978
1.2383,0.5735,-844
1.2383,0.2294,-844
1.3383,1.3684,-1231
1.3383,0.5473,-913
1.2283,-1.1853,238
1.1283,-1.7507,1025
1.1183,-0.7971,-92
1.0083,-1.7231,1078
1.0083,-0.6892,-105
1.0083,-0.2757,-408
1.1183,1.2940,-1166
0.7883,-2.6760,1163
0.4683,-5.1555,1238
0.1383,-6.2750,1344
0.0383,-3.7866,1389
-0.1817,-4.3231,1482
-0.3917,-3.7615,1400
-0.5117,-3.0365,1400
-0.5117,-1.2146,1081
-0.5117,-0.4858,431
-0.5117,-0.1943,393
-0.6217,-1.1423,1006
-0.8317,-3.1378,1400
-1.0517,-4.0636,1430
-1.1517,-2.9020,1400
-1.2717,-2.6927,1400
-1.4917,-3.2061,1400
-1.7017,-3.9633,1400
-1.8117,-2.9896,1400
-1.8117,-1.1958,1223
-1.8117,-0.4783,1254
-1.8117,-0.1913,1254
-1.7017,1.3277,-102
-1.4817,3.3396,-795
-1.2617,4.1444,-954
-1.0417,4.4663,-1065
-0.8317,3.8188,-1148
-0.6117,4.3360,-1221
-0.3917,4.5429,-1281
-0.1717,4.6257,-1345
0.1483,5.9354,-1500
0.3683,4.5032,-1565
0.3683,1.8013,-1400
0.1483,-2.0880,1349
-0.0717,-3.6437,1400
-0.1817,-2.8617,1400
0.1383,1.9521,-1400
0.4683,4.9936,-1630
0.8983,7.4868,-1815
0.8983,2.9947,-1400
0.8983,1.1979,-1064
0.8983,0.4792,-630
1.1083,2.8725,-1400
1.3283,3.9575,-1400
1.5483,4.3915,-1602
1.7783,4.6928,-1709
2.1183,5.1674,-1840
2.3483,5.0031,-1771
2.4583,3.4055,-1400
2.4683,1.4899,-1400
2.4783,0.7236,-1400
2.8083,3.4830,-1400
3.1383,5.6060,-2043
3.4783,6.5828,-2667
3.4783,2.6331,-1400
3.4683,0.9256,-1400
3.1383,-2.8233,0
2.8083,-5.3421,731
2.5783,-5.0730,614
2.6883,-0.6249,-1178
2.7983,1.1543,-1400
2.7983,0.4617,-1400
2.5683,-2.7515,0
2.3383,-4.0368,34
2.1083,-4.5509,407
2.1083,-1.8204,0
2.1083,-0.7281,-1130
1.8883,-3.0998,254
1.6683,-4.0484,599
1.4483,-4.4279,823
1.5483,-0.4946,-509
1.6583,0.8667,-1139
1.7683,1.7509,-1400
1.7683,0.7004,-1221
1.7683,0.2801,-1221
1.8883,1.6440,-1400
1.8883,0.6576,-1313
1.8883,0.2630,-1313
1.8883,0.1052,-1313
2.0083,1.5740,-1400
1.6883,-3.4555,574
1.6883,-1.3822,242
1.6883,-0.5529,-541
2.0183,3.9916,-1400
1.8983,0.0647,-1320
1.7783,-1.5060,455
1.7683,-0.6992,-657
1.7683,-0.2797,-849
1.7683,-0.1119,-1058
1.5483,-2.8533,733
1.3383,-3.8222,906
1.1183,-3.6579,1029
1.1183,-1.4632,912
1.2283,0.8190,-837
1.3383,1.7319,-1400
1.4483,2.0970,-1400
1.2283,-1.2902,454
1.0183,-3.1969,1075
0.7883,-4.2149,1163
0.7783,-1.8136,1146
0.6783,-2.0021,1185
0.6783,-0.8008,125
0.6883,-0.1927,-305
0.7883,1.1995,-1065
0.7983,0.6075,-572
1.0183,3.0515,-1400
1.2283,3.2529,-1400
1.4483,4.1097,-1463
1.4483,1.6439,-1400
1.3383,-0.7467,-219
1.2283,-1.7029,973
1.1183,-1.7457,1029
1.1183,-0.6983,-150
1.3383,2.5292,-1400
1.5483,3.6925,-1400
1.7683,4.2855,-1537
1.7683,1.7142,-1400
1.6583,-0.7186,-466
1.5483,-1.6917,733
1.4483,-1.9533,823
1.4483,-0.7813,-249
1.4483,-0.3125,-619
1.4483,-0.1250,-825
1.4483,-0.0500,-921
1.4583,0.1077,-996
1.4583,0.0431,-996
1.4583,0.0172,-996
1.4583,0.0069,-996
1.4483,-0.1249,-826
1.4483,-0.0500,-921
1.4483,-0.0200,-961
1.4483,-0.0080,-978
1.4483,-0.0032,-985
1.4483,-0.0013,-987
1.4483,-0.0005,-988
1.4483,-0.0002,-989
1.4483,-0.0001,-989
1.5483,1.2766,-1148
1.6583,1.9149,-1400
1.6583,0.7660,-1139
1.5483,-1.0979,-85
1.4483,-1.4069,556
1.4483,-0.5628,-401
1.4483,-0.2251,-710
1.4483,-0.0900,-869
1.6683,2.7725,-1400
1.8983,3.3348,-1400
2.0083,2.7382,-1400
2.0083,1.0953,-1400
2.0183,0.5658,-1400
2.2483,3.1625,-1400
2.3583,2.3295,-1400
2.4583,2.2084,-1400
2.3483,-0.5209,-1211
2.2383,-1.6126,0
2.1283,-2.0493,0
2.1283,-0.8197,-1081
2.1283,-0.3279,-1268
2.1283,-0.1312,-1345
2.1183,-0.1801,-1325
2.1083,-0.1997,-1317
1.9983,-1.1444,-801
1.8883,-1.8620,254
1.7307,-2.7567,517
1.5831,-2.9869,697
1.4355,-3.0790,834
1.1759,-3.7439,1001
1.0283,-3.3818,1070
0.8807,-3.2370,1130
0.8431,-1.7748,1125
0.8055,-1.1899,291
0.8659,0.1085,-610
0.9383,0.9677,-831
1.0107,1.3113,-1185
0.9731,0.0445,-675
0.9355,-0.4622,-219
0.8859,-0.6649,-62
0.8483,-0.7460,2
0.8107,-0.7784,39
0.7731,-0.7914,67
0.7420,-0.7131,38
0.6320,-1.3497,688
0.8620,2.3963,-1400
0.7520,-0.4457,-136
0.9620,2.5026,-1400
0.8420,-0.5309,-124
1.0620,1.9167,-1400
1.0620,0.7667,-730
1.0620,0.3067,-730
1.0620,0.1227,-730
1.0720,0.1767,-736
1.0720,0.0707,-736
1.0720,0.0283,-736
1.0720,0.0113,-736
1.3020,2.9407,-1400
1.5320,4.1124,-1462
1.7520,3.7740,-1400
1.7520,1.5096,-1400
1.8720,2.1358,-1400
1.9920,2.3862,-1400
2.1120,2.4864,-1400
2.1120,0.9946,-1400
2.2220,1.8021,-1400
2.5520,4.9336,-1743
2.8920,6.3139,-2469
3.1020,5.2064,-1857
2.9920,1.0180,-1400
2.8920,-0.8694,-1052
2.7820,-1.7520,0
2.7720,-0.8285,-1076
2.5520,-3.1399,0
2.3220,-3.4818,0
2.1020,-4.2012,180
2.1020,-1.6805,0
2.1120,-0.5445,-1192
2.1120,-0.2178,-1310
2.1120,-0.0871,-1363
2.2220,1.3694,-1400
1.9920,-2.3884,20
1.7620,-3.8915,472
1.5320,-4.4928,749
1.6520,-0.6358,-467
1.7620,1.1499,-1176
1.7720,0.5876,-1224
1.7720,0.2351,-1224
1.5420,-2.8421,739
1.3120,-3.3627,924
1.0820,-4.2812,1047
1.0720,-1.8402,1051
1.1920,0.7959,-813
1.3020,1.7226,-1400
1.2020,-0.2787,-511
0.9720,-3.0477,1094
0.7420,-4.1552,1179
0.7420,-1.6621,1143
0.7420,-0.6648,9
0.7420,-0.2659,-270
0.4120,-4.3191,1280
0.0820,-5.9404,1362
0.0820,-2.3762,1373
0.4120,3.2623,-1400
0.7420,4.4985,-1589
0.7420,1.7994,-1400
0.8420,1.9964,-1400
1.0720,3.7347,-1400
1.4120,5.8343,-2148
1.7520,5.6240,-2053
2.0920,6.5900,-2673
2.3220,5.5722,-2026
2.4320,3.6331,-1400
2.6620,4.3894,-1546
2.8920,3.9816,-1400
3.1120,4.4011,-1543
3.1020,1.6328,-1400
3.1020,0.6531,-1400
3.1020,0.2612,-1400
3.1120,0.2013,-1400
3.1120,0.0805,-1400
3.1220,0.1599,-1400
3.2320,1.4682,-1400
3.1120,-0.9446,-1001
2.8820,-2.6037,0
2.4320,-6.7861,1314
2.1020,-6.9272,1369
1.7520,-7.2390,1400
1.5220,-5.8318,935
1.4120,-3.3972,853
1.4220,-1.2312,224
1.4220,-0.4925,-443
1.5320,1.2073,-1073
1.6420,1.8872,-1400
1.7520,1.8194,-1400
1.4020,-3.7403,860
1.4120,-1.3685,496
1.4120,-0.5474,-394
1.7520,4.1215,-1460
1.7520,1.6486,-1400
1.7520,0.6594,-1209
1.7520,0.2638,-1209
1.6420,-1.2987,121
1.5320,-1.9238,749
1.4220,-1.8340,845
1.4220,-0.7336,-267
1.4220,-0.2934,-623
1.4220,-0.1174,-818
1.4220,-0.0470,-907
1.4220,-0.0188,-945
1.4120,-0.1352,-790
1.4120,-0.0541,-891
1.4220,0.1060,-971
1.4220,0.0424,-971
1.5320,1.0815,-998
1.6420,1.8368,-1400
1.7520,2.1390,-1400
1.7520,0.8556,-1207
1.7520,0.3422,-1209
1.7520,0.1369,-1209
1.4220,-4.1580,845
1.1920,-4.5994,992
0.9620,-4.7759,1098
1.0620,-0.6338,-164
1.0620,-0.2535,-457
1.0620,-0.1014,-612
1.0620,-0.0406,-681
1.0620,-0.0162,-710
0.9520,-1.4107,795
0.8420,-1.6288,1112
0.7420,-1.9281,1164
0.7420,-0.7712,72
0.7420,-0.3085,-235
0.7420,-0.1234,-403
0.6320,-1.1139,354
0.4120,-3.2541,1281
0.1920,-4.1101,1343
0.1920,-1.6441,1324
0.1920,-0.6576,379
0.4220,1.9628,-1400
0.5320,2.1894,-1400
0.7520,3.6843,-1400
0.7420,1.3460,-1224
0.8420,1.8150,-1400
0.9420,1.6937,-1400
1.2820,5.0179,-1884
1.6320,6.4753,-2437
2.2120,9.9944,-3008
2.5520,8.3382,-3026
2.6620,4.3998,-1549
2.5520,0.3557,-1400
2.4320,-1.3897,-352
2.4320,-0.5559,-1203
2.4320,-0.2223,-1315
2.4320,-0.0889,-1365
2.4320,-0.0356,-1386
2.4320,-0.0142,-1394
2.3220,-1.4099,-297
2.2120,-1.9682,0
2.1020,-1.8518,0
2.1020,-0.7407,-1124
2.1020,-0.2963,-1279
2.1020,-0.1185,-1350
2.1020,-0.0474,-1380
1.9820,-1.1803,-709
1.7620,-3.2806,472
1.5420,-4.1208,739
1.3120,-4.5845,924
1.1920,-3.3657,992
1.0820,-2.4108,1047
0.9620,-2.4962,1098
0.9620,-0.9985,84
0.9520,-0.5271,-181
0.9520,-0.2108,-437
0.7320,-2.2134,1182
0.3020,-6.3747,1284
-0.0180,-6.6350,1410
-0.2380,-5.4625,1543
-0.2380,-2.1850,1400
-0.0180,1.2550,-1099
0.2020,3.3105,-1400
0.3020,2.6008,-1400
0.1920,-0.3639,162
0.0820,-1.5498,1365
0.0820,-0.6199,452
0.0820,-0.2480,162
0.1196,0.3808,-348
0.2672,2.0366,-1400
0.3148,1.4223,-1310
0.3644,1.0489,-913
0.4020,0.8996,-767
0.4396,0.8398,-714
0.4772,0.8159,-694
0.3048,-1.8745,1292
0.5644,1.7625,-1400
0.5920,1.0573,-921
0.9496,4.9880,-1782
0.8872,1.1986,-1064
1.0448,2.4914,-1400
0.9944,0.5088,-688
1.1320,1.9601,-1400
1.3796,3.9449,-1400
1.6272,4.7388,-1745
1.7748,3.7798,-1400
1.8244,1.9919,-1400
1.8620,1.2768,-1273
1.8996,0.9907,-1300
1.8272,-0.5280,-805
1.7548,-1.1354,-307
1.7044,-0.9419,-452
1.7420,0.1032,-1201
1.7796,0.5213,-1230
1.7072,-0.7157,-547
1.6348,-1.2106,-25
1.5744,-1.0687,-150
1.3920,-2.7560,868
1.1827,-3.7753,997
0.9627,-4.3186,1098
0.9627,-1.7275,1090
0.9627,-0.6910,-82
0.9627,-0.2764,-382
0.9627,-0.1106,-544
0.9627,-0.0442,-617
0.9627,-0.0177,-648
0.8527,-1.0716,184
0.9627,0.9756,-838
0.9627,0.3902,-669
0.9627,0.1561,-669
0.8627,-1.2142,325
0.9727,0.5789,-675
1.2927,4.3166,-1577
1.5027,4.4075,-1614
1.7127,4.4439,-1612
1.7227,1.9052,-1400
1.7127,0.6653,-1179
1.5027,-2.4147,776
1.3927,-2.3701,867
1.2927,-2.2247,936
1.2827,-1.0175,-49
1.2827,-0.4070,-440
1.2827,-0.1628,-677
1.3927,1.3391,-1204
1.7127,4.6208,-1687
1.8227,2.8959,-1400
2.0327,3.8975,-1400
2.0427,1.6867,-1400
2.2627,3.4832,-1400
2.2627,1.3933,-1400
2.2627,0.5573,-1400
2.2627,0.2229,-1400
2.2627,0.0892,-1400
2.2627,0.0357,-1400
2.2627,0.0143,-1400
2.1527,-1.3985,-328
2.0427,-1.6239,0
1.9427,-1.9262,139
1.9427,-0.7705,-985
1.9427,-0.3082,-1124
1.9427,-0.1233,-1191
1.9427,-0.0493,-1276
1.8327,-1.4240,130
1.7227,-1.9738,528
1.6127,-2.1938,665
1.7227,0.5267,-1187
1.8327,1.2752,-1248
1.9427,1.9143,-1400
1.9427,0.7657,-1355
1.7227,-2.5022,528
1.5127,-3.6817,767
1.2927,-3.6017,936
1.1827,-2.8449,997
1.1827,-1.1380,152
1.1827,-0.4552,-349
1.3927,2.4988,-1400
1.5127,2.1608,-1400
1.6227,2.2686,-1400
1.6327,1.0351,-1066
1.7427,1.8183,-1400
1.8427,2.0039,-1400
1.9527,1.8661,-1400
1.9427,0.6188,-1355
1.9427,0.2475,-1355
1.9427,0.0990,-1355
1.9427,0.0396,-1355
1.9427,0.0158,-1355
1.9427,0.0063,-1355
1.8327,-1.4017,70
1.8327,-0.5607,-808
1.7227,-1.2719,-38
1.7227,-0.5088,-609
1.6127,-1.6078,665
1.7227,0.7612,-1187
1.7227,0.3045,-1187
1.8327,1.5260,-1400
1.8327,0.6104,-1270
1.8327,0.2442,-1270
1.7227,-1.3066,29
1.6127,-1.9269,665
1.5027,-1.8184,776
1.3927,-2.1621,867
1.2827,-2.2691,942
1.2827,-0.9076,-103
1.3927,1.0412,-915
1.5027,1.8207,-1400
1.6127,1.7928,-1400
1.6127,0.7171,-1106
1.6127,0.2868,-1106
1.6127,0.1147,-1106
1.5027,-1.3584,391
1.3927,-1.6079,867
1.3927,-0.6431,-314
1.3927,-0.2573,-643
1.6127,2.7056,-1400
1.7227,2.4865,-1400
1.9427,3.1236,-1400
1.9327,1.1218,-1329
1.9327,0.4487,-1347
1.9327,0.1795,-1347
2.2727,4.4122,-1567
2.6127,5.0552,-1793
2.9527,6.3625,-2503
2.6227,-1.6678,0
2.2827,-5.0075,585
1.9427,-6.3434,1139
1.9427,-2.5374,139
1.9527,-0.8873,-933
2.2827,3.8578,-1400
2.6227,5.8836,-2195
2.9527,6.5662,-2655
2.9527,2.6265,-1400
2.9527,1.0506,-1400
2.9527,0.4202,-1400
2.9527,0.1681,-1400
2.9527,0.0672,-1400
2.9527,0.0269,-1400
2.6127,-4.3297,246
2.2727,-6.0723,1031
1.9227,-6.8970,1353
1.9227,-2.7588,183
1.6027,-5.2774,765
1.2927,-6.0684,994
1.4027,-1.0231,-44
1.8227,4.9525,-1800
2.2427,7.3427,-3010
2.2427,2.9371,-1400
2.2427,1.1748,-1400
2.1427,-0.8067,-1089
2.0327,-1.7269,0
1.9227,-2.0950,183
1.9227,-0.8380,-903
1.9227,-0.3352,-1067
1.9227,-0.1341,-1136
2.0427,1.4783,-1400
2.1627,2.1232,-1400
2.3927,3.0751,-1400
2.5027,2.6343,-1400
2.8327,5.2665,-1883
3.0627,5.0428,-1788
3.2927,4.9533,-1751
3.1827,0.9168,-1400
3.0627,-1.1652,-778
2.9527,-1.8703,0
2.9527,-0.7481,-1120
2.9527,-0.2993,-1297
2.9527,-0.1197,-1357
2.8427,-1.4521,-169
2.7327,-1.9851,0
2.6227,-2.1983,0
2.6127,-0.9746,-978
2.6027,-0.5203,-1221
2.7227,1.3238,-1400
2.8427,2.0614,-1400
2.9627,2.3565,-1400
2.9727,1.0703,-1400
2.9727,0.4281,-1400
2.9727,0.1712,-1400
2.9727,0.0685,-1400
2.9727,0.0274,-1400
2.6327,-4.3295,245
2.5127,-2.8931,0
2.3927,-2.6891,0
2.3927,-1.0757,-887
2.3927,-0.4303,-1242
2.3927,-0.1721,-1333
2.6027,1.9634,-1400
2.6027,0.7854,-1400
2.6389,0.7763,-1400
2.4189,-2.4980,0
2.1889,-3.9354,0
1.9589,-3.8000,102
1.9689,-1.3923,-257
1.9789,-0.4293,-1172
1.9789,-0.1717,-1268
1.9789,-0.0687,-1310
1.8689,-1.0920,-567
1.7589,-1.8411,476
1.5489,-3.4173,732
1.4289,-2.8988,839
1.3189,-2.5638,919
1.4289,0.0390,-976
1.5389,1.4199,-1303
1.6489,1.9722,-1400
1.4389,-1.8920,831
1.2289,-3.4376,973
1.0189,-3.4073,1074
1.1189,-0.0863,-663
1.3289,2.6463,-1400
1.5389,3.7394,-1400
1.6289,2.6447,-1400
1.6289,1.0579,-1058
1.5289,-0.8534,-258
1.3189,-3.0222,919
0.8889,-6.6983,1279
0.5589,-6.8921,1357
0.5589,-2.7568,1237
0.7789,1.7058,-1400
0.9989,3.4908,-1400
1.1189,2.9282,-1400
1.4389,5.2564,-1969
1.7589,5.1993,-1892
1.9789,4.8882,-1760
1.9789,1.9553,-1400
1.9889,0.9098,-1390
1.9889,0.3639,-1391
1.9789,0.0488,-1383
1.7589,-2.7890,476
1.5389,-3.9241,742
1.3189,-4.3782,919
1.4289,-0.3470,-575
1.6489,1.9902,-1400
1.8689,3.6046,-1400
1.9789,2.8461,-1400
1.9789,1.1384,-1377
2.0989,1.9873,-1400
2.1989,1.7627,-1400
2.3089,2.1093,-1400
2.2989,0.7161,-1400
2.1889,-1.1178,-839
2.0689,-1.9790,0
1.8589,-2.8239,310
1.8589,-1.1296,-499
2.0889,2.4843,-1400
2.4289,5.3342,-1913
2.6589,5.0698,-1799
2.6589,2.0279,-1400
2.6589,0.8112,-1400
2.6589,0.3245,-1400
2.5389,-1.4021,-318
2.4189,-2.0928,0
2.2989,-1.9984,0
2.2989,-0.7994,-1093
2.2989,-0.3197,-1277
2.2989,-0.1279,-1349
2.0789,-2.8597,0
1.8689,-3.1761,291
1.6489,-4.0790,623
1.8689,1.1769,-1271
2.0789,3.1516,-1400
2.2989,3.3559,-1400
2.2989,1.3424,-1400
2.2989,0.5369,-1400
2.2989,0.2148,-1400
2.2989,0.0859,-1400
2.2989,0.0344,-1400
2.2989,0.0137,-1400
2.2989,0.0055,-1400
2.2989,0.0022,-1400
2.2989,0.0009,-1400
2.4189,1.5323,-1400
2.5289,1.6774,-1400
2.6489,2.2029,-1400
2.6589,1.0088,-1400
2.4389,-2.4050,0
2.2189,-3.7705,0
1.9889,-3.7340,28
1.9889,-1.4936,7
1.9889,-0.5974,-1141
1.7589,-3.1751,476
1.5389,-4.0786,742
1.3189,-3.7605,919
1.5389,1.3043,-1178
1.7589,3.3302,-1400
1.9789,4.1406,-1464
1.9689,1.5286,-1400
1.9589,0.5147,-1368
1.9589,0.2059,-1368
1.9589,0.0823,-1368
2.0689,1.4372,-1400
2.1889,2.1068,-1400
2.2989,1.9072,-1400
2.2989,0.7629,-1400
2.2989,0.3052,-1400
2.5289,3.0582,-1400
2.7589,4.1595,-1460
2.8789,2.8251,-1400
2.7689,-0.2742,-1303
2.7689,-0.1097,-1360
2.8789,1.3604,-1400
2.9889,1.9484,-1400
2.9889,0.7794,-1400
2.8889,-0.9649,-986
2.6589,-3.3221,0
2.3189,-5.6693,868
2.0889,-4.4582,357
1.9789,-3.2181,53
1.9789,-1.2872,-523
1.9789,-0.5149,-1143
1.8689,-1.6102,294
1.7589,-1.6917,476
1.6489,-2.1115,623
1.6489,-0.8446,-435
1.6489,-0.3378,-713
1.5389,-1.5394,742
1.4289,-2.0200,839
1.5389,0.2565,-1053
1.7589,2.9111,-1400
1.9789,3.9730,-1400
1.9789,1.5892,-1400
1.9789,0.6357,-1383
2.0889,1.3188,-1400
2.3189,3.4637,-1400
2.6589,5.7259,-2106
2.8789,5.0989,-1811
3.0989,4.8481,-1710
3.0989,1.9392,-1400
3.0989,0.7757,-1400
2.6489,-5.4344,770
2.3089,-6.5142,1206
